cap-diameter,cap-shape,cap-color,gill-attachment,gill-color,stem-width,stem-color,ring-type,habitat
1.6194618078221668,6,6,2,10,0.4922930023627516,11,2,0
1.873982308388625,6,6,2,10,0.6018998112405046,11,2,0
1.393432408065387,6,6,2,10,0.5570606621541508,11,2,0
1.412426475271839,2,1,2,10,0.3816897679497466,11,5,0
1.501698591142164,6,6,2,10,0.5032536832505269,11,5,0
1.6346570615873284,6,6,2,10,0.6616853433556423,11,5,0
1.5415861322757132,2,6,2,10,0.4723644916577057,11,2,0
1.5434855389963584,6,1,2,10,0.5271678960965822,11,5,0
1.161704788146671,2,6,2,10,0.6517210880031196,11,5,0
1.2946632585918365,2,1,2,10,0.4713680661224533,11,5,0
1.412426475271839,2,1,2,10,0.5849605771412154,11,5,0
1.266172157782158,6,6,2,10,0.4972751300390132,11,5,0
2.020236625878306,6,6,2,10,0.6098712155225229,11,2,0
1.866384681506044,6,6,2,10,0.593928406958486,11,5,0
1.640355281749264,6,1,2,10,0.620831896410298,11,2,0
1.6726451960002324,2,1,2,10,0.570014194112431,11,5,0
1.6061659607776502,6,1,2,10,0.5500856834073852,11,5,0
2.0259348460402413,6,6,2,10,0.6367747049743349,11,5,0
1.7904084126802355,6,6,2,10,0.6726460242434176,11,5,0
1.9366627301699169,6,1,2,10,0.564035640900917,11,5,0
1.1901958889563495,2,1,2,10,0.5022572577152747,11,2,0
1.2015923292802209,6,1,2,10,0.5211893428850682,11,2,0
1.993644931789273,6,6,2,10,0.5749963217886926,11,2,0
1.4542134231260335,6,1,2,10,0.5311535982375913,11,5,0
1.6764440094415232,2,6,2,10,0.4823287470102285,11,5,0
1.2281840233692536,6,6,2,10,0.4733609171929578,11,5,0
1.3611424938144183,2,1,2,10,0.5600499387599079,11,2,0
1.8321953605344297,2,6,2,10,0.5819713005354583,11,5,0
1.247178090575706,6,1,2,10,0.5351393003786005,11,5,0
1.750520871546686,2,6,2,10,0.4484502788116503,11,2,0
1.870183494947334,6,6,2,10,0.5949248324937385,11,2,0
1.3991306282273226,2,6,2,10,0.4594109596994259,11,5,0
1.3440478333286117,2,6,2,10,0.4942858534332562,11,2,0
1.5073968113040994,2,6,2,10,0.460407385234678,11,5,0
1.4238229155957105,2,1,2,10,0.5062429598562839,11,5,0
1.5282902852311966,2,1,2,10,0.4962787045037607,11,5,0
1.585272486850553,6,1,2,10,0.5630392153656649,11,2,0
1.7600179051499123,6,1,2,10,0.5052465343210314,11,2,0
1.5244914717899063,2,6,2,10,0.537132151449105,11,5,0
1.5491837591582942,6,1,2,10,0.5899427048174769,11,2,0
1.1996929225595758,2,1,2,10,0.5002644066447702,11,5,0
1.195894109118285,2,1,2,10,0.4903001512922471,11,5,0
1.393432408065387,2,6,2,10,0.5590535132246558,11,5,0
1.5871718935711985,2,6,2,10,0.5979141090994952,11,2,0
1.0420421647460234,2,6,2,10,0.5451035557311236,11,2,0
1.5928701137331338,6,1,2,10,0.5032536832505269,11,2,0
2.1474968761615347,2,1,2,10,0.7613278968808722,11,2,0
1.0515391983492492,2,6,2,10,0.5002644066447702,11,2,0
1.765716125311848,2,6,2,10,0.7194780244002759,11,2,0
1.8568876479028185,6,6,2,10,0.6118640665930274,11,2,0
